"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","HTTP","",""
"pre_128cipher","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","No 128 cipher limit bug","",""
"SSLv2","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","not offered","",""
"SSLv3","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","not offered","",""
"TLS1","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","not offered","",""
"TLS1_1","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","not offered","",""
"TLS1_2","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","offered","",""
"TLS1_3","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","http/1.1","",""
"cipherlist_NULL","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","not offered","","CWE-327"
"cipherlist_LOW","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","not offered","",""
"cipherlist_STRONG_FS","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","offered","",""
"cipher_order-tls1_2","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","NOT a cipher order configured","",""
"cipher-tls1_2_xc030","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 521   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xc02f","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","TLSv1.2   xc02f   ECDHE-RSA-AES128-GCM-SHA256       ECDH 521   AESGCM      128      TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","",""
"supportedciphers_TLSv1_2","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","NOT a cipher order configured","",""
"FS","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","offered","",""
"FS_ciphers","www.qualite-tourisme.gouv.fr/80.87.236.14","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","www.qualite-tourisme.gouv.fr/80.87.236.14","443","OK","prime256v1 secp384r1 secp521r1","",""
